#indo
*Indo-European
+Proto-Indo- European	*oynos / *sem	*duwō	*treyes	*kwetwores	*penkwe	*sweks	*septṃ	*oktō	*newṇ 	*dekṃ
Palicur	pahat	pitana	mpana	paxnika	pohouku	pugunkuna	nteunenker	[7] akak [1] arauna	[7] akak [2] arauna	madik-auku
Marawán	paxa	tsálie	mpána
+Karipurá	pabere:	yaná	pána
*3Southern
*5Western
Amuesha	patšis	epá	mapá	patā́ts	pamunā́r	pitšap	kantšì´ r	pusā́k	eksŏ́́nt	putšar·
Chamicuro	palaka	mapójta	kilko	mapójtamala	pichka	sokta	kanchis	pusak	iskon	chunka
*5Central
Paressi	atilá	hínama	hanáma	xalákakoa	kahítihalákoa káhe	aceuêcacuá	[6] ietá [1]	[6] ietá [2]	[6] ietá [3]	[6] ietá [4]
+Saraveca	atia	iñama	anahama	azarakapa	arapiaiče					iñama no-kaxixi
Waura	pauá	mepiáua	kamaukula
Mehinaku	pauítsa	mepiáma	kamayukule
Yawalpití	pauá	purziñama	kamayunkula
Custenau	paúdza	mepiáma	kamaukula
*5Southern
Terena	pói-hačá	pi-hačá	mopó-hačá
Guana	poikoja	pid-djaho	mopoa	honaton	houakoo
Chane	mompetí	mokoi	mboapi
Ignaciano	étana	apina	mapana	cuátru	cíncu	séisiqui	siétiqui	úchuqui	nuevequi	dies
Baure	ponochi	apina	moponan	canguenan	roleco	repitikia	apina pohue	mopone pohue	canguene-pohue	ichohuoco
Piro (Yine)	satupje	gepi	mapa	gepkoxamkoje	pamyo	patsrujire	payokgipre	yokgipi	mturuji	pamole
Inapari	paachí	jepí	mapá	imonáhaha	penamuyúti	ichimápíre	richimapíre	ipuchiápire	rapahachajíre	puhaanimuyúti
+Kanamaré	ekek	ubawa	ekekatehu
Apurina	ā́nteka	ī́pi	ipā́ntopakene	mā́po	itŭsólina					mapókatša
Cushichineri	sátepia	hépi
Campa
Asheninca	aparo	apite	mawa
Ashininca	apaani	apiti	mava
Machiguenga	pániro	píteni	mábani	pitepágyení	tsongabakóaka
Nomatsiguenga	poro	píte	mába	itsibasáti	pábocoroóti	ágaca pátiró basíní nobaco	ágaca [2] basíní nobaco	ágaca [3] basíní nobaco		antagaísa nobaco
Caquinte	apatiroti

*Bora-Witotoan
**Bora-Muinane
Bora	tsha-ne	mínyéékhïḯ 	pháphiʔčhïḯ 	phí-í- nee-ʔóxtshɨ	tshá-ʔoxtshí- 	í-ʔoxtshí- -thḯ  [1]	… [2]	… [3]	… [4]	pha-ʔóxtshí- -khï´ -neβa
Miranya	tshane	mí¯éékhɯ	maakhíni	tshanénáʔpéβahkhátshi	tsháʔohtshi	gotzehihnwa	zohógatigá	rowicka	zömöthohca	pháʔohtshíkhɯ
Faai	daḥé	mänaḥé	daḥé amani	nagamaga	dabékuiro	énémé [1]	motōi kaima [1]	higaikai [1]	nagaahäbäkuiro	aiyoäna
Muinane	sááno	míínokkɨ	míínokkɨ sááno	míínokkɨ míínokkɨ	sa-ʔúse	[5] xúúga-ʔuse-tɨ [1]	[5] … [2]	[5] … [2][1]	[5] … igéénemeʔexé	ɸa-ʔúsee-kkɨ
Imihita	tenétogüné	mibákö
**Witoto-Ocaina
Ocaina	tya-	han̵aa	han̵ãã-maʔ-tyáá-maʔ	nahï ʔxanó	tyaʔ-ɸḯï´ ɸoroʔ	an̵ííra ɸáti	[6] han̵á-ámaʔ	[6] atʸora-biñ̵iʔ	[6][4]	hanãʔ ɸáti
Nipode	da	ména	dạáma-ni	pigo-ména-ri.e	hu-bé-ba	ené-pebamo [1]	… [2]	… [3]	… [4]	nagá-peba
Meneca	da	ména	da.áma-ni	ɸḯgo-ména-ri.e	hu-bé-kuiro	ené-ɸeθimo [1]	… [2]	… [3]	… [4]	nagá-ɸeθi
Murui	daje	mena	daje amani	naga amaga	dabecuìro	enefebeƚ-llɨmo dacaɨ̀	… [2]caɨ̀	… dacaɨ̀ amani	… [4]caɨ̀	nagafebellɨ
Nonuya	dāmü	mnāamüy	mwünametsumahe	mwünam mname	daf ehētě	dafwehētě nanidāmə				minafəhetĭ
**Andoque
Andoke	ʌsidé	ʌʌ́hʌmá	[2] [1]	[2] [2]	ʌi-hako-domi pãã́	ku’sí-hako-domi-ka [1]	… [2]	… [2] [1]	… [2] [2]	ka’-hako-domi-pãã

*Macro-Waikurúan
**Matacoan
Chulupi	huéshla	näpú	pú-shana	it-chat-cúch	huéshla-noétj
Chorote	i’fwjenliʔ	ti’mes	na’xape	ix’njulitsi	yen-sikio-no	iyenthle-tamni	ti’mes-tamni	na’xape-tamni	ix’njulitsi-tamni	tiwono-sikio-ya
Maca	aweth	wats’huk	wats’chat-cho-weth	ig-wat-kuth	aweth-tats’hai					lafij
Vejoz	weyajla	takuas	takuya	no-kue-poyek	i-juantesii-ipe-[1]	tota jinta	loosi	najaela	naya	lajelaplesa
**Guaikuruan
Kadiweu	oniniteci	iniwataale	iniwata-dgiini	goatolo	nigotino-go-baagadi
+Guaicuru	uniniteguí	itoada
*3Southern
Pilaga	onolíc
Toba	nathedac	cacayni	cacaynilia	nalotapegat	nivoca [3]	[2] [3]	nathedac [2] [3]	nivoca nalotapegat	[8] nathedac	[2] [8]
Mocovi	iñiateda	iñabako
+Abipon	-atara	-aka	iñoaka iekaiñi	naatapici	hanamhegen		iñoaka loahatahete			lanamrihegem
*3Eastern
+Guachi	tamak	eu-echo	eu-echo-kailau	eu-echo-way	localau
**Charrúan
+Charrua	iú	sam	detí	betúm	[4]-[1]	[4]-[2]	[4]-[3]	[4]-artasam	baquiú	guaroj
+Chana	gil	san								diezmár
+Güenoa	yut	detit
**Mascoyan
Guana	pes̪̪tin	hãkãnit	hãkãetnãs5ema	kuadero	s5ẽẽmiḳ	s̪ãã niḳ hemiḳ	akaet niḳ hemiḳ	akaetnas̪ema niḳ hemiḳ	kuatolo niḳ  hemiḳ	sohemiḳ
N Lengua ?	slāmắ	āănít	āntanslamá	mohōk nockhắ	slamärmik
S Lengua	thlama	anit	antanthlama	howugnikha	thlamemik
Emok	molek	divastoluka
Sanapana	insˣipoèé	incanéᵢt	mickína-mijhmíc-moóc	islaˣ memeén-cawói	sˣimimmíc

*Macro-Panoan
**Pano-Tacanan
*3Panoan
+Kulino	achapré	rabue	itsa
Sensi	nawuištikoe	rawué	narawuekoe
Matses	patxi	dabui	macadilantan-tai	daraim-pa
+Araua	warihi	famihi	arishafaha
*4Mainline
+Atsahuaca	nikatsu	dafuira	šunkarama	etčáynua	čáynua
Parannawa	uste	rane
Puinaua	hávicho	ravué	pike
*5Cashibo
Cashibo	ádzue	rawué	ítsa
Nocamán	aindzinige	rawué
*5Pano
Pánobo	hawícho	dawuó	muken
*5Shipibo
Shipibo	huestiora	rabé	quimisha	chosco	píchica	socota	canchis	posaca	íscon	chonca
Capanahua	wïstič	rabič	kimiša	čosko
Marubo	pazü	dabui	muken
+Remo	usichari	narabe	narana
*5Tri-State
Amahuaca	wuistéra	ṛ̣ábuě̱
Isconahua	wëstiwa	i narabë	narabëjëco
Cashinahua	bestichai	dabe	dabe inun besti	dabe inun dabe	meken besti					meken dabeti
Sharanahua	fïsti	ráfï
Yamiƚnahua	huísti	rháhui	mapo
*4Bolivian
Karipuna	pazü	taboe	muken
Pacahuara	huistixna	irabuixna	kimisa	askave	muiči	muibui-kešna	akire-keačna	nepaš	pasokiro-keaxna	muiki-kiyašna
Chacobo	vúistita	dávita	térešen
*3Tacanan
+Sapiboca	pebbi	bbeta	kimisa	pusi	pisaica	succuta	pacalucu	kimisacalucu	pusuculucu	tunca
+Arasa	nončina	bota
+Guariza	pebi		kimiza
*4Tacana
Tacana	pia-da	beta	kimiša	puši	pišika	sukuta	paqalq’o	kimsaqalq’o
Reyesano		mbeta	kimiša	poši	pišika	šokota
+Maropa	pembive	beta	camisha	puschi	pischica
Araona	peada	beta	beta peada	beta beta	emerucuata					eme betave
*4Cavineña
Cavineña	peadya	beta	kimisha	pushi	pishika	shukuta	pakaruku	kimisakaruku	puskuruku	tunka
*4Chama
Ese’ejja	oɪ	beka	pea-beka-pee xima	e-beka-pea-pea ai	me-oe-xi
Huarayo	owi	bikapiai	bahipiep	bekadepiai	iamatamata	ai’ipiep	bikanipiai	bikapiyohuma	ki’ipiha	i’iamatamata
+Toromono		béka
**Chon-Mosetén
*3Mosetén
Chimane	irit	pana	chibin	tsis	cánam	ebeuñ	yevetige	quencañ	arajatec	tac
Mosetén	irit	pára	chibin
*3Chon
Tehuelche	chochieg	h’áuke	ká’ash	kague	k’tsáen	uaenecash	aiéké	venik’cage	yamakeitzen	kaken
+Selknam (Ona)	sôs	sôki	sauke	koni-sôki	kismarei	kari-koni-soki	kari-kísmarei	karikei-konisoki	kauken-kísmarei	karai-kísmarei
+Haush	setaul	aim	shaucn
Teushen	cheuquen	xeukay	keash	kekaguy	keytzum	wenecash	kuka	wenekekague	kekaxetzum	xaken

*Macro-Ge
**Chiquitano-Bororoan
*3Chiquitano
+Chiquito	etama
*3Bororoan
Bororo	ure mitótuje	ure póbe	ure póbe ma jéw metúya bokwáre	ure póbe púibìji	ure ikéra aobodúre	bóture ikéra aobowúto	ikéra metúya pogédu	ikerakó boeyadadáw	ikerakó boeyadádaw mekíw	ikerakó boejéke
Umotina	ínŭkurukvā|	po̱pθue̱’	pupe̱’riká	u̇me̱’ta pitukwá	u̇me̱’ta kiáuá
**Botocudoan
Botocudo (Krenak)	potchik	grimpó	crotouúp
**Rikbaktsá
Rikbaktsa	aistu:ba
**Ge
+Amho		rí	tekôi	ringrikár
+Ingain	biré	rí	tuktain	seanne
*3Northern
Canela (Krahô)	pyxit	ipijakrut	inkrê	[2][2]	[2][2][1]
Apanhecra	haputschitti	ipiacauttu	ingere	ipiacnitu pähu ipiacnitu	igachrützo	itawuna	itawuu:na	iutawuuu:na
Ramococamecra	pütit	iakrüte	inklüt							muruɑ
Kencateye	bucʸi’ti	daikru:t	donkre	daikrutpai	toxòkète	hi’kotonocʸi	inõ	hi’peri	hokɑtne
Creye	mbu·cyi·d	i·bja:sʸü’·d	nkri	[2]ne·[2]	[2]ne·[2] [1]
Caraho	ita	ai-croud	in-crai	ipacroutpai
Apinaye	puti	adkru:te	adkrunati	adkrunädkru	adkrunädkruputi
N Cayapo	poudi	amaïcrout	amaïcrout ikicket	[2][2]	[2][2] kiekret	amaïc-amaïk-amaïk	[6]-ikiet
*3Central
Xavante	mitsi	maparane	nhi’umdatõ	maparanetsi’uiwana	ĩmrotõ	ĩmropö	wawinhi’umdatõ	ĩrãdzahu	para’õtõwe	mitsitob’ãi’ã
Cherente	sebisi	ponhuane:	sikuanõwaipsiä	urenekamorĩ	sumikuadsauredi	kalesauzeidi	wanerodsaueredi
+Chacriaba	hemerotong	prané	escumtatong	moropõè
*3Southern
Kaingang	pir	règre	tãgtũ	vẽñ-kãggra	’š̱iᵑko
Xokleng	toktenúnlo	nunenglāḗglo	umarikélko	umpétko	undupélemo
**Kamakanan
+Kamakan	uhaetoh	ingu	ingu-tahueté	ing-hué	ueh-hié
+Kutasho	yhueto	izé	ize-te-hueto	ize-té-schezé	ize-te-schezé-hue
**Maxakalían
Mashakali	pocchaenàng	haihg	haigunhgnill	haihg-čating	haihg-čihating	hathihg-sčihathing	hathink-čihathing	hathink-čihating
**Purian
+Coroado	čambiüan	číri	pa-tapacun	pa-pamdé						čabrandáiče
+Puri	omi	kuriri	prika
+Coropo	ipáign	alinkrin	patapakun	patapamasé	šambri-čita	čambrindaine				čambrindaine
**Fulnió
Fulnió	fathoá	tkano	lixino	sa‘totkáno	khoyá	khoyáfthoa-thak-fathoá	…ê-tkáno	…-lixíno	…-[4]	khoyatkano
**Karajá
Caraja	wadewo	wadebothoa	wadeboaheodo	wadebojeodo	wadewajouclay	wadewasori	natirolay	natou	naoubio	wadewa-souwai
…Palha	sɔȟɔdə́re	nâti	nâtã	inãbiɔâ	irüre	da̤bɔ [1]	… [2]	… [3]	… [4]	dabɔ ituēra
Javaé	zohódi	ináti	nádo
**Ofaye
Opaye	enex-há	yakwári	kixha hẽxerikayó
**Guato
Guato	čenai	deu-uni	čum	dekai	toera	[1] caicaira	duuini-caicaira	[3]-…	[4]-…	quinoida

*S American isolates
Jabutian
Yabuti	niči	yawo	yawo yawo
Aricapu	owá	kroko	kamekü	ärikapó
Mapudungu
Mapudùngun (Mapuche)	kiñe	epu	küla	meli	kechu	kayu	relqe	pura	ailla	mari
Huilliche	quiñe	epu	quil-la	mel-li	quechu	cayu	ielghe	purra	aylla	marri
Aikaná
Huari	amemee	atukai
Masaca	amäme	atuka	ümaitü
Chipayan
Chipaya	tsi	pišk	čep	paxpix
Uru	shi	piske	chep	pácpic	paanucu	pacchui	tohoco	cohonco	sankau	kalo
Lule-Vilelan
Lule	alapeá	tamóp	tamlip	locuép	[4] moitlé [1]	[4] … [2]	[4] … [3]	[4] … [4]	[4] … [4] [1]	ysyauómp
Vilela	yaagüit	uke	nipetuéi	yepcatalèt	isignislè	isig teèt yaaguit	… [2]	… [3]	… [4]	isig ukè nislè
And...
Camsá	kánje	úta	únga	kánta	šáčna					bnítsan
+Timucua	yaha	yucha	hapu	cheqeta	marua	mareca	piqicha	piqinahu	peqecheqeta	tuma
Muniche	wuítsaa	ŭ´ tspa	ūtšuma	ūtspatš	tsaắxowa	tsokta	kantšis
Cofan	fueʔkʰo	koangiʔkʰo	kʰoanífuéʔkʰo	kʰattufayiʔkʰo	fuefayiʔkʰo	kʰáfaise yiʔkʰo	… [2]	… khoanífuéʔkʰo	… kʰattufayiʔkʰo	tive paʔtssi
+Puquina	pesk	so	kanak
Callahuaya	ujsi	soo	capi	pill	chisma	thajwa	qajsi	wasa	nuqui	khocha
Yuracare	lecta	lasie	livi	lapsa	cheti	chicheti	[3] tese	[2] tese	[1] tese	livanti
Yahgan (Yamana)	ụkɔali	kəmbaib(a)i	maten
Qawasqar (Alacaluf)	takounaido	tilkaaon	kouf’ir	aïtetele	koupachpé
Kiriri	bihé	wachani	wachanidikié
Iranshe	kètamuê	numá	patekipú
Movima	sotaʔ-	oy-	tas-	oyka-
Cayuvava	karáta	mítia	kulápa	čada	méndau	kárata-írubu	mitia-írubu	kulápa-írubu	čada-írubu	búrúrutčé
Yuwana	ya’toa	i hweka’ti	hweya’ti	aiha’ti

#nguin
*Indo-Pacific
Bugilai	tarangesa	meta kina	guigimeta kina	topea	manda	gaben	trankgimbe	podei	ngama	dala
Taurap (Burmeso)	énoráre	pánoráre	buénoráre	éssua	dasségo	dabinénoráre
Pauwi (Yoke)	oschénu	kaiámba	biméssi	biméngsi	baóngsi
Busa	otutu	tinʌnʌ	onʌnʌ	aite
Nagatman (Yale)	žuwaʔ	teĭɛʔ	ʔaunʌ?	hiĭinʌ?
Karkar-Yuri										fére
Tambora	seena	kálae	nih	kude-in	kutélin	báta-in	kúmba 	koného 	láli 	saróne
**Trans-New Guinea
Oksapmin	tipan	tignerip	bimrip	hathat	hänen	dop	bes	kir	tawat	kät
*3Main Section
*4Central-Western
Dem	ama	diengie	joeda	anagieme	emea
*5Huon
Kovai	munugon	lolon	albon	ilon	mili munugon	[5] manan [1]	[5] manan [2]	[5] manan [3]	[5] manan [4]	melalin
*6Eastern
Kate	mocjahoŋ	jojohac	johacâmoc	johacâjohac	memoc	memoc â memocko [1]	… [2]	… [3]	… [4]	mejohac
Mape	mockotoŋ	jojokac	jokacâmoc	jokacâjokac	memoc	[5] â memocgo [1]	[5] â memobecgo [2]	[5] â memomocgo [3]	[5] â memobecgo [4]	mejokac
Dedua	mocgu	johockaŋ	haæebec	johocŋajoc	maḷimoŋ	[5] ŋa noboc [1]	… [2]	… [3]	… [4]	ma ḷijohoc
Sene	mâhâckâ	jakeckâ	kâæabac	jakecajakec	memâ	[5] â memâwâ mâ	… [2]	… [3]	… [4]	mejakec
Momare	măŋkejaŋkac	jahec	haæabâc	hifoæec	memă	icne mă	icne jahec	icne– haæabâc	icne hifoæec	mejahec
Migabac	monlaŋkuc	jahec	habackaŋ	jahecŋajahec	moæemonlic	[5]ka monlic	[5]ka jahec	[5]ka habac	[5]ka [4]	moļejahec
Kube	momacku	ɯļɯhɯc	haļɯwɯc	kewoŋqahac	mɯļaŋmɯŋ	nɯwɯ ema mɯŋ	… æɯhɯc	… haļɯwɯc	… ļɯhɯcŋɯŋ æɯhɯc	mɯļa ļɯhɯc
Kosorong	motongo	woic	karong	nemumgac	boromong	[5] ano [1]	[5] ano [2]			borowoic
*6Western
Ono	veku	etke	etke Mane	etke so etke	mete Mane	[5] so ɣitne [1]	…[2]	… karewe	… [4]	mete etke
Sialum	wengetene	etka	karamba	etka ko etka	metamu	metamu ko [1]				meta etka
Nomu	wetku	okop	okop so wetku	okop so okop	mete wetku					mete okop
Kinalakna	kutam	ikop	ikop so ngolo	ikop so ikop	holi nembat	[5] kutam				holi nembat nembat
Kumokio	tauc	kosop	karembot	ikosop so ikosop	suli nembat					suli nembat nembat
Selepet	konok	yâhâp	kalibu	ibât
Timbe	konok	lauwo	olowu	imbot	momerok	bot biken konok				bot bip bip harok
Komba	kanok	zagat	karambut	kimembut	betnambut	namburan kanok			namburan kimembut	bazagat
Tobo	mogok	reget	karewet	kembem kpagap	maraman	maraman mogok				mara reget
Yaknge	mohokung	weit	karambut	kimbam parup	birikun	biri bara [1]				biri weit
Burum	moṛok	jarɯt	kaṛubut	kimbim qaṛɯp	bɯṛɯkun	aŋgɯlikep [1]	… [2]	… [3]	… [4]	bɯṛɯjaṛɯt
Mesem	kweji	jeba	tuba	bahumba	bainimbeke	[5] kwe				bainimbegere baje delang
Nabak	kwep	zut	tuk	zulazulak	bet nambet delang	[5] nembet galen [1]				bet duk delang
*6Finisterre
*7Erap
Nuk	niŋgeni	tupet	tupetni	tupet tupet	tupet tupetni	tupet tupet tupet				singen
Nek	nogan	tipet	tipetkutno	tipet tipet	kitombo	kitombo nogan				kit tombon tombon
Nakama	fikaŋgaŋ	lupek	lufeten	lupeleŋ lupeleŋ	kafo kuŋ	kafo fa fikaŋgaŋ				kafo kunukaŋ
Munkip	kubugang	lifet	lifet kubugang	lifet yang lifet yang	lifet lifet kubugang	kafongfa kubugang				wa tarerak
Numanggang	kutnung	lufom	lufom kutnung	lufom lufom	kafong ko	kafong ko kutnung				kafong lufom
Sauk	ningit	yali	yalanang	yaliya yaliya	niya	kosan ing[1]				kekokeko
Gusan	kobogen	yare	yare kuboc	yarewə yarewə 	iman	kaiwai kuboc				kuman ta
Finungwa	kobelak	yalambok	yala kobok	yale yale	yale yale kobok	kai kusani [1]	… [2]			kai kusani fengec
Nimi	ningit	yaru	yarukuba	yaru yaru	kit kusaŋ					kit kusaŋ kusaŋ
Urii	kubini	fama	famagoŋ kubinigoŋ	famagoŋ famagoŋ	[4] kubiƚnigoŋ	[4] famagoŋ				kafini trasona
Mamaa	ningalac	yalambok	yalining	yali yali	yali yali ning
*7Wantoat
Irumu	kumbaƚgangan	yara	yara kumba	yarambok yarambok	iman	ket kutni kumbang				ket ketni kutni siang
Wantoat	tapatu	tapaya	tapaya tapatu	tapaya tapaya	[2] [2] [1]	[2] [2] [2]				katakut musayat
Yagawak	kumbaƚgan	yala	yalakumba	[4] kumba	[4] [2]	[4] [4]	[6] kumba	-	-	yala yala yala yala yala
Bam	bat	yara	yara bat	yara yara	[2] [2] bat	[2] [2] [2]
*7Gusap-Mot
Ufim	kwana	irisa	kapusa	niming kining	kande kwa					kande irisa
Rawa	gura-nangge	era-ya	kabusa	namoraya	kande-gura
*7Yupna
Bonkiman	isan	bronge	kabe	mbrong mbrong	[4] kagne	kolom kuwo isan	am brong	kabe na	tauam kuwok kamkam
Isan (Yopno)	esal	brong	kape	brongə brongə 	kodom kanda	[5] kopok konda				kodom brong
*7Uruwa
Som	koweran	yarə	kabmə	oyarə oyarə	[4] kowe	okabmə okabmə	[6] kowe
Sakam	kuwaran	danggan	kailpu	danggan danggan 	kaibue kuwoku	paijang kuwe				kaibukuo kumen kaibukuo kumen
Yau	oŋkogon	yait	atvi	anumuno	obu kaimaŋ	obu hoŋ ohe bigu	obu ohe yait			obu yait yait
Komutu	kamantewe	yarə	kaləhu	yarənə yarənə 	get kaƚmandauk	get num kaman				get numnum
Weleki	kongotai	eleko	olowu	eleko ngomba eleko	meme bisuk	isin bikƚŋaŋgin [1]				isin birim birim bisuk
*6E New Guinea Highlands
+Proto-ENGH	*boda									*tiyənkə-
Wiru	odene	ta hutà	temboto
*7Kalam
Kobon attrib.	añɨ	möhöp	möhau nögaŋ	möhau möhau
…counting	wañig nöbö	igwo	igwo aŋ nöbö	igwo mɨlö	mamɨd	kagoƚ	mudun	raleb	ajɨp	siduŋ
*7Eastern
Gadsup	manaa	kaantani	kamore	eribami	manaayaaq-mani					tiyankani
Auyana (Usarufa)	mórâ	kaaya	kaomo	kaayaqté kaayaqté	móra tiyaapaqa	abapake mórama	abapake kaayaqá	abapake kaomomá	abapake kaayaqté kaayaqtéqá	máka tiyaakama
Awa	morá	téhtaré	apahtáró	itaréitaré	moberíáh	abapete [1]	abapete [2]	abapete [3]	abapete [4]	neyáhnkú
Tairora	bohaiqa	taaraqanta	taraqanta-bohaiqa	taraqanta	kauquru					kauquruntanta
Waffa	mmuáa	táarama	tááravoóma	[2] [2]	yaáku saivai	[5] sáiƚnáidiri [1]vai	[5] sáiƚnáidiri [2]	[5] sáiƚnáidiri [3]	[5] sáiƚnáidiri [4]	yaá kuuvaitana
Agarabi	manaa	kaan	kaanuh manaauh		yaamanaahpah	apahpah o kah yen
*7East-Central
Gende	mápro	oroi	oró-gu-mago	[2] [2]	[2] [2] mága	[2] [2] [2]	[2] [2] [2] mága	[2] [2] [2] [2]	[2] [2] [2] [2] mága	[2] [2] [2] [2] [2]
Kamano	nägoke'	tare	taregi nägoki / tägufa	taregi taregi	mägo̍näyatiga	näya evutäkahea	[5] [2] evurie	[5] [3]	[5] [4] evurie	näyantrema'a
Yagaria	bogo	lole	lole-’e̍bogo-’e’	lolo-’e̍lolo-’e’	d-anita bogo-ko’	d-anita [1]-kayagati’ [1]-ko’	… [1]-… [2]	... [3]	... [4]	d-anita lole
Hua (Yagaria)	bgotva’	rori	roriKi bgotva’Ki	roriKi roriKi	za̍hatgídi’
Siane	karama	ogondari	kineisa	ereguiɛi	moyavo					yetuma
Yabiyufa	mako	love	loveki makoki	loveki loveki	lade maloka suvoko					lade maloka maloka suvoko
Gahuku (Alekano)	hamó’	lósi	lósivé makólé	lósivé lósivé	ligizání lugáloká asú’ igó					ligizání lugá lugá asú’ igó
Benabena	móne	loé	loé yági móne yági	loé yági loé yági	nayáhi lúga’a sú hágo					nayáhi lúga lúga sú hágo
Fore	kánoné	tarawe	kakágawé	taraye̍taraye kíriné	naya ’káno’empúné	to náentisa káno ’umemaye	… tara …	… tarayekánokirí …	… tarayetarayekirí …	naya ’taraye empúné
Gimi	kika’	rare	rarega kika’	rarebete rarebete	kaisanazaubu					nazatare
*7Central
Medlpa	tenda	ragl	ragltika	tembokak	pömp tsi gudl	pömp ragl gudl	pömp [3] gudl	eŋak	pömp tsi pip	pömp ragl pip
Chimbu (Kuman)	suařa	suo	suata	suo suo	ogino kogƚo	kogƚo suařa				oguno kogƚo kogƚo
Wahgi	endi	taƚ	taƚ eni ka	taƚ si taƚ	angiƚ gi yemte	angiƚ gi yem mamte	… nam taƚ to	… gi yem mam yiyi taƚ ma	… gi yem mam ma	… gi yemte
Salt-Yui	taniga	sutani	sui tai dire	sui sui dire	ana holulu	ana hol pai muru hol pai [1]	... [2]	... [3]	... [4]	ana holo holo
Nii	ɛnd́έim	řaƚ
*7West-Central
Enga	mendái	lápó	téma	kitómende	yángí-púndu	tókange	kálange	mange-lao-waketau	tukutépó	akalitá-mendái
Kyaka	mendaki	lama	rema	kisima	kingi paki	pakina mange	yanda ipingi	akalisa mange [2]	akalisa mange [1]	akalisa
Lembena	wamena	lamana	temanae	kipakita
Nete (Iniai)	mʌndi	labo	teboʔ	tugumʌdʌ
Bisorio	mʌndi	labu	sebo	tumɛda
Ipili		tabo	tebo		ondene
Kewa	kegali	kegali yame	andaa ki	maala	su	su mindi	waraa	kerepo	palaa ki	noe
Sau	homeke	yapo
*7Kurubuan
Foe	menage	hage	igi	tu’ubu	kaba	dama	bunagi		karohabo	amene
Fasu	meno	teta
Namumi	hakasa	tita
*6C & S New Guinea
*7Asmat-Kamoro
Kamoro	énakoa	jamané
C Asmat	take	yamnuk
N Asmat	toko	jomnok	mbemtiap
Citak Asmat	taka	zamnik	mbanür
Casuarin Asmat	tak	amin	mbeni
*7Awyu-Dumut
Korowai	senan	senanafül	pinggup	wayafül	wayo	gédun	lafol	bonggup	labul	main
Mapi (Yaqay)	wàshikè	ókímà	ókómà [1]	ókómoekómà	běṙikěmà	[5]biṙiòṙò	[6]-wompǐ	[5]-ókómà-washikè	esèngè	[5] [5]
Siagha	ésjà	okòmo	okom-ésjà	okom-[2]	béd-afi-bumo					se
Pisa (Miaro Awyu)	sikirè	kuruma	kumandima	sòghondéma	bédaghafima	bédo-[1]	…-[2]	…-[3]	…-[4]	bìdi-bidima
Aghu	fasike	okuomo	okuom’ asike	sigiane	bidikimu	bidikumã-fasike	bidikuman-okuomã	bidikuman-[3]	bidikumã [4]	bidikumã-bidikumã
Kaeti (Mandobo)	ome	rumo	ititmo	kurugutköp	onggugup	komogöp	mbenköp	nggambunköp	taetköp	magöp
Digul Mandobo	ónòndi	rumò	iditmò	krukukup	ònggukup	gumukup	mbèkup	gambukup	ta’ĭtkup	ma’kup
Wambon	sanop	sanopkunip	takhem	hitulop	ambalop	kumuk	mben	muyop	javet	malin
*7Ok
S Kati	mimò	aròb	aròbmim	kandin	angkò	mbǐnmè	mbǐnkappà	mbǐntòm	mbǐnǐmtǐrǐndi	mak
Muyu
(N Kati)	mimò	ajòb	ajobmin	kandin	angkò	mbǐnmè	mbǐnkappa	mbèntòm	mbenǐmtǐrǐndi	kondom
Telefol	maakub	álob	asúno	kálbínim	oók	búkúb	ban	ífaan	tu	nákaal
Mianmin	ete-yem	asu	[2]-matna	asu-ke-asu-ke	[4]-mak-e	[4]-[2]-ke	ban-lim	hetlefab	tumin	nakal
*7Awin-Pa
Pa (Pare)	oteso	diyabo
*7East Strickland
Agala (Fembe)	sisafe	sisama	kõma	dɔso
Nomad (Samo)	helẽu	bẽau	behelɔ	[2]ili [2]ili	debe helɔfo	[4] [2]ili				[5] [2]
Kubo	sesa	sesamɔe	kɔmae	dɔsɔu	hau	wãɪ̃	dɪu	dɔma	dɔbe	ɔɪ
Gobasi (Bibo)	dob	behinọw
Konai	ta-no͟͡u	bolo̱u̱	komadia	[2] [2]	houyosi
Odoodee (Tomu)	hɛdɛˈpɛ	ˈbɑkɑdʲɔ	ˈbɑkɑdʲɔ hɛdɛˈbɛ	[2] [2]	de ˈtʲɑdo
*7Bosavi
Beami	age	ageadu	osoda	biadu	bi	gafe	lobofasele	godo	sesege	nabu
Onabasulu	ɑ'ɡɛlɛ	ɑɡɑ'nɛbo	o'solo	bi'nibo	bi	'kabe	'domo	'aiyo	ɑɡo'folo	'dɑbulu
Kaluli	agel	adeb	asol	fa:la:lamel	bi	do:go:fe	dom	o	agato	do:
Kasua	semetei	elipei	usulupe	pinipe	piipe	tekapeipe	tomoipe	oloipe	akotaipe	talo semetei
Aimele (Kware)	aɡɾɪ	aɡɾɪwɛɾi	bɪnibi	bɪnisusu	saːmi	dɪɡaːɸi	donu	oː	aɡotaː
Edolo	age	agedu	osoda	biidu	bi	gafe	gifalädalü	gödö	sëgë	nabü
*7Duna-Pogaya
Duna	du	yapa
Pogaya	moso	yeefa
*7Mombun
Mombun	tè	kumb	inis	arögh	ghupunumör	matè	makumb	mainis	maarögh	maghupunumör
*6Angan
